file_name	chr	lows	ups
range_chr14_91403491_92086915.py	chr14	91403491	92086915
range_chr5_91202262_91905612.py	chr5	91202262	91905612
range_chr11_46109686_46793102.py	chr11	46109686	46793102
range_chr18_70794209_71475719.py	chr18	70794209	71475719
range_chr13_52331233_53013986.py	chr13	52331233	53013986
range_chrX_11219063_11922854.py	chrX	11219063	11922854
range_chr8_39052409_39757511.py	chr8	39052409	39757511
range_chr6_134729661_135409248.py	chr6	134729661	135409248
range_chr12_84425473_85106481.py	chr12	84425473	85106481
range_chrX_29539936_30243610.py	chrX	29539936	30243610
range_chrX_141045631_141728826.py	chrX	141045631	141728826
range_chr6_109575586_110256186.py	chr6	109575586	110256186
range_chr9_111665501_112348490.py	chr9	111665501	112348490
range_chr13_34599467_35280672.py	chr13	34599467	35280672
range_chr2_34779192_35481007.py	chr2	34779192	35481007
range_chr12_72155006_72836459.py	chr12	72155006	72836459
range_chr8_104410543_105090661.py	chr8	104410543	105090661
range_chr21_24447723_25128530.py	chr21	24447723	25128530
range_chr7_29848527_30551445.py	chr7	29848527	30551445
range_chr15_53502538_54183855.py	chr15	53502538	54183855
range_chr1_61153634_61856733.py	chr1	61153634	61856733
range_chr11_71828915_72512495.py	chr11	71828915	72512495
range_chr6_134050070_134729661.py	chr6	134050070	134729661
range_chr12_30378218_31060742.py	chr12	30378218	31060742
range_chr16_66750870_67435419.py	chr16	66750870	67435419
range_chr4_143958349_144638074.py	chr4	143958349	144638074
range_chr12_43469371_44151817.py	chr12	43469371	44151817
range_chr18_34622353_35304649.py	chr18	34622353	35304649
range_chr7_139229927_139909926.py	chr7	139229927	139909926
range_chr9_35553367_36261013.py	chr9	35553367	36261013
range_chr8_141756011_142432822.py	chr8	141756011	142432822
range_chr7_47408608_48109692.py	chr7	47408608	48109692
range_chr2_235869581_236548052.py	chr2	235869581	236548052
range_chr10_108304237_108963098.py	chr10	108304237	108963098
range_chrY_19456518_20166494.py	chrY	19456518	20166494
range_chrX_111464147_112146045.py	chrX	111464147	112146045
range_chr2_158926620_159608520.py	chr2	158926620	159608520
range_chr11_87520148_88225684.py	chr11	87520148	88225684
range_chr10_72397935_73081112.py	chr10	72397935	73081112
range_chr18_74877626_75557700.py	chr18	74877626	75557700
range_chr20_45103622_45787126.py	chr20	45103622	45787126
range_chr10_15327833_16008494.py	chr10	15327833	16008494
range_chrX_152008682_152690701.py	chrX	152008682	152690701
range_chr2_20714774_21417825.py	chr2	20714774	21417825
range_chr2_205929775_206611994.py	chr2	205929775	206611994
range_chr3_111760299_112441146.py	chr3	111760299	112441146
range_chr2_69929053_70633055.py	chr2	69929053	70633055
range_chr22_34192584_34872987.py	chr22	34192584	34872987
range_chr17_48457016_49142065.py	chr17	48457016	49142065
range_chr1_231730552_232409305.py	chr1	231730552	232409305
range_chr6_132691023_133370277.py	chr6	132691023	133370277
range_chr12_119941846_120604113.py	chr12	119941846	120604113
range_chr11_58767659_59449075.py	chr11	58767659	59449075
range_chrX_51800660_52505934.py	chrX	51800660	52505934
range_chr2_10888293_11591333.py	chr2	10888293	11591333
range_chr12_11280179_11960818.py	chr12	11280179	11960818
range_chr3_109720528_110400257.py	chr3	109720528	110400257
range_chr11_5731264_6437160.py	chr11	5731264	6437160
range_chr3_22137255_22836833.py	chr3	22137255	22836833
range_chr2_84692896_85397449.py	chr2	84692896	85397449
range_chr10_739387_1451237.py	chr10	739387	1451237
range_chr3_47422304_48126465.py	chr3	47422304	48126465
range_chrX_6899602_7626193.py	chrX	6899602	7626193
range_chrX_119837484_120521357.py	chrX	119837484	120521357
range_chr8_117999790_118678258.py	chr8	117999790	118678258
range_chr4_100429258_101108803.py	chr4	100429258	101108803
range_chr18_48306820_48988532.py	chr18	48306820	48988532
range_chr7_100460442_101142829.py	chr7	100460442	101142829
range_chr18_23712330_24393966.py	chr18	23712330	24393966
range_chr14_92086916_92768611.py	chr14	92086916	92768611
range_chr7_124943881_125622877.py	chr7	124943881	125622877
range_chr6_21475004_22176198.py	chr6	21475004	22176198
range_chr3_93899928_94601110.py	chr3	93899928	94601110
range_chr21_23767102_24447722.py	chr21	23767102	24447722
range_chr1_195556814_196236334.py	chr1	195556814	196236334
range_chr4_70941296_71642979.py	chr4	70941296	71642979
range_chr8_20102973_20802125.py	chr8	20102973	20802125
range_chr10_31680336_32363344.py	chr10	31680336	32363344
range_chr14_58659125_59341789.py	chr14	58659125	59341789
range_chr2_56553526_57255143.py	chr2	56553526	57255143
range_chr9_96544972_97250726.py	chr9	96544972	97250726
range_chr7_85009184_85709566.py	chr7	85009184	85709566
range_chr1_220736961_221417063.py	chr1	220736961	221417063
range_chr18_2161888_2867406.py	chr18	2161888	2867406
range_chr3_32657070_33361173.py	chr3	32657070	33361173
range_chr11_44746495_45427408.py	chr11	44746495	45427408
range_chr8_61645993_62347655.py	chr8	61645993	62347655
range_chr2_186182043_186863911.py	chr2	186182043	186863911
range_chr3_168245125_168923710.py	chr3	168245125	168923710
range_chr12_76927895_77609959.py	chr12	76927895	77609959
range_chr17_70299305_70980402.py	chr17	70299305	70980402
range_chr2_133064031_133743243.py	chr2	133064031	133743243
range_chr12_97383234_98065851.py	chr12	97383234	98065851
range_chr1_175835609_176516796.py	chr1	175835609	176516796
range_chr10_83995051_84677458.py	chr10	83995051	84677458
range_chrX_45924268_46630028.py	chrX	45924268	46630028
range_chr8_95414066_96117371.py	chr8	95414066	96117371
range_chr9_94432861_95137008.py	chr9	94432861	95137008
range_chr10_58752409_59434726.py	chr10	58752409	59434726
range_chr6_165304425_165981750.py	chr6	165304425	165981750
range_chr6_167339915_168068231.py	chr6	167339915	168068231
range_chr16_20150906_20833584.py	chr16	20150906	20833584
range_chr8_89087905_89790525.py	chr8	89087905	89790525
range_chr8_43268057_43968605.py	chr8	43268057	43968605
range_chr9_89505112_90206420.py	chr9	89505112	90206420
range_chr5_96823827_97527591.py	chr5	96823827	97527591
range_chr20_14055161_14737640.py	chr20	14055161	14737640
range_chr7_109311114_109990614.py	chr7	109311114	109990614
range_chr13_89187062_89868085.py	chr13	89187062	89868085
range_chr11_103776537_104436473.py	chr11	103776537	104436473
range_chr7_116787048_117467892.py	chr7	116787048	117467892
range_chr10_116894017_117556066.py	chr10	116894017	117556066
range_chr11_119639822_120300909.py	chr11	119639822	120300909
range_chr14_75047538_75730196.py	chr14	75047538	75730196
range_chrX_106008326_106690383.py	chrX	106008326	106690383
range_chr17_2246884_2951417.py	chr17	2246884	2951417
range_chr6_169425886_170105055.py	chr6	169425886	170105055
range_chr4_118113685_118794441.py	chr4	118113685	118794441
range_chr9_41209138_41922096.py	chr9	41209138	41922096
range_chr12_80336368_81018595.py	chr12	80336368	81018595
range_chrX_11922855_12626959.py	chrX	11922855	12626959
range_chr12_8502534_9208061.py	chr12	8502534	9208061
range_chr1_6045906_6773747.py	chr1	6045906	6773747
range_chr12_37337159_38014781.py	chr12	37337159	38014781
range_chr11_113682929_114344367.py	chr11	113682929	114344367
range_chrX_42399913_43104264.py	chrX	42399913	43104264
range_chr20_30615317_31452568.py	chr20	30615317	31452568
range_chr10_93550306_94232867.py	chr10	93550306	94232867
range_chr11_50203377_51140248.py	chr11	50203377	51140248
range_chr4_33421496_34121427.py	chr4	33421496	34121427
range_chr16_24930828_25612976.py	chr16	24930828	25612976
range_chr6_149001890_149682745.py	chr6	149001890	149682745
range_chrX_70957546_71664047.py	chrX	70957546	71664047
range_chr5_31271343_31974279.py	chr5	31271343	31974279
range_chrX_128764798_129447450.py	chrX	128764798	129447450
range_chr1_25260225_25964678.py	chr1	25260225	25964678
range_chr16_21516908_22200887.py	chr16	21516908	22200887
range_chr9_122578230_123262109.py	chr9	122578230	123262109
range_chr7_112027643_112707983.py	chr7	112027643	112707983
range_chr10_13286938_13967445.py	chr10	13286938	13967445
range_chr14_99577704_100251414.py	chr14	99577704	100251414
range_chr3_3667152_4393580.py	chr3	3667152	4393580
range_chrX_97041743_97745521.py	chrX	97041743	97745521
range_chr22_39646350_40329257.py	chr22	39646350	40329257
range_chr9_73304543_74008943.py	chr9	73304543	74008943
range_chr2_178693525_179375099.py	chr2	178693525	179375099
range_chr2_163015981_163696413.py	chr2	163015981	163696413
range_chr14_37515984_38198426.py	chr14	37515984	38198426
range_chr2_141224885_141903292.py	chr2	141224885	141903292
range_chr10_129439024_130099213.py	chr10	129439024	130099213
range_chr16_56524143_57206737.py	chr16	56524143	57206737
range_chr7_24927968_25630254.py	chr7	24927968	25630254
range_chr8_13809445_14507348.py	chr8	13809445	14507348
range_chr11_75246877_75929854.py	chr11	75246877	75929854
range_chr11_17481104_18164479.py	chr11	17481104	18164479
range_chrX_147235377_147917291.py	chrX	147235377	147917291
range_chr6_44006254_44709875.py	chr6	44006254	44709875
range_chr1_177876554_178557933.py	chr1	177876554	178557933
range_chr10_16688802_17369910.py	chr10	16688802	17369910
range_chr18_11271387_11952688.py	chr18	11271387	11952688
range_chr14_69584932_70267526.py	chr14	69584932	70267526
range_chr14_65485810_66168442.py	chr14	65485810	66168442
range_chr5_93309317_94013224.py	chr5	93309317	94013224
range_chr2_157563809_158245326.py	chr2	157563809	158245326
range_chr9_85282135_85986453.py	chr9	85282135	85986453
range_chrX_71664047_72369645.py	chrX	71664047	72369645
range_chr6_87361497_88065281.py	chr6	87361497	88065281
range_chr20_50560670_51242037.py	chr20	50560670	51242037
range_chr1_160848953_161532943.py	chr1	160848953	161532943
range_chr1_229009353_229689839.py	chr1	229009353	229689839
range_chr1_236490920_237171257.py	chr1	236490920	237171257
range_chr11_95039733_95721483.py	chr11	95039733	95721483
range_chr11_69689345_70369962.py	chr11	69689345	70369962
range_chr8_49714648_50414568.py	chr8	49714648	50414568
range_chr5_12989412_13690507.py	chr5	12989412	13690507
range_chr6_106849463_107531187.py	chr6	106849463	107531187
range_chr2_82584126_83286153.py	chr2	82584126	83286153
range_chr21_29218170_29898428.py	chr21	29218170	29898428
range_chr11_86837555_87520147.py	chr11	86837555	87520147
range_chr3_84623234_85323541.py	chr3	84623234	85323541
range_chr18_14681861_15365026.py	chr18	14681861	15365026
range_chr4_178622997_179301467.py	chr4	178622997	179301467
range_chr8_143795530_144477184.py	chr8	143795530	144477184
range_chr16_51068771_51749906.py	chr16	51068771	51749906
range_chr20_32818721_33500434.py	chr20	32818721	33500434
range_chr22_14072608_14761180.py	chr22	14072608	14761180
range_chr13_35280672_35962872.py	chr13	35280672	35962872
range_chr4_165030615_165710826.py	chr4	165030615	165710826
range_chr3_198155718_198235559.py	chr3	198155718	198235559
range_chr7_86411677_87113330.py	chr7	86411677	87113330
range_chr21_7938962_8849963.py	chr21	7938962	8849963
range_chr3_761917_1494205.py	chr3	761917	1494205
range_chr5_107797375_108476870.py	chr5	107797375	108476870
range_chr1_3146572_3871421.py	chr1	3146572	3871421
range_chr2_60068252_60772604.py	chr2	60068252	60772604
range_chr9_115079307_115760483.py	chr9	115079307	115760483
range_chr6_73307100_74011668.py	chr6	73307100	74011668
range_chr17_57330333_58012843.py	chr17	57330333	58012843
range_chr5_147233801_147912772.py	chr5	147233801	147912772
range_chr14_95495108_96175870.py	chr14	95495108	96175870
range_chr21_12817739_13552908.py	chr21	12817739	13552908
range_chr11_53205165_53893536.py	chr11	53205165	53893536
range_chr6_54534600_55236060.py	chr6	54534600	55236060
range_chr5_101006282_101686508.py	chr5	101006282	101686508
range_chr1_77318121_78022633.py	chr1	77318121	78022633
range_chr15_77376692_78059050.py	chr15	77376692	78059050
range_chr1_1651111_2377185.py	chr1	1651111	2377185
range_chr21_44253865_44935724.py	chr21	44253865	44935724
range_chr2_70633055_71337894.py	chr2	70633055	71337894
range_chr5_53236968_53941070.py	chr5	53236968	53941070
range_chr12_108706908_109367785.py	chr12	108706908	109367785
range_chr14_102232749_102892382.py	chr14	102232749	102892382
range_chr20_39646608_40327928.py	chr20	39646608	40327928
range_chr10_122181573_122841564.py	chr10	122181573	122841564
range_chr16_85126721_85806610.py	chr16	85126721	85806610
range_chrX_93516405_94221096.py	chrX	93516405	94221096
range_chr6_64886641_65586736.py	chr6	64886641	65586736
range_chr20_27058225_27746697.py	chr20	27058225	27746697
range_chr22_17625386_18407642.py	chr22	17625386	18407642
range_chr14_24544953_25226999.py	chr14	24544953	25226999
range_chr10_118216930_118878457.py	chr10	118216930	118878457
range_chr15_22002506_22738284.py	chr15	22002506	22738284
range_chr16_33916271_34705830.py	chr16	33916271	34705830
range_chr4_56875562_57578335.py	chr4	56875562	57578335
range_chr3_167565940_168245124.py	chr3	167565940	168245124
range_chr16_18786470_19468832.py	chr16	18786470	19468832
range_chr8_18703698_19403702.py	chr8	18703698	19403702
range_chr12_71472027_72155005.py	chr12	71472027	72155005
range_chr11_51140248_51828520.py	chr11	51140248	51828520
range_chr4_17282529_17985907.py	chr4	17282529	17985907
range_chr2_43910842_44614335.py	chr2	43910842	44614335
range_chr8_18002300_18703697.py	chr8	18002300	18703697
range_chr18_40080309_40761142.py	chr18	40080309	40761142
range_chr21_31260538_31941959.py	chr21	31260538	31941959
range_chr9_99366812_100070128.py	chr9	99366812	100070128
range_chr2_50237360_50937640.py	chr2	50237360	50937640
range_chr7_45302165_46005290.py	chr7	45302165	46005290
range_chr15_68503607_69185783.py	chr15	68503607	69185783
range_chr15_29606458_30288950.py	chr15	29606458	30288950
range_chr12_110691161_111351928.py	chr12	110691161	111351928
range_chr8_9540085_10255991.py	chr8	9540085	10255991
range_chr4_65325548_66025549.py	chr4	65325548	66025549
range_chr8_31333179_32034795.py	chr8	31333179	32034795
range_chr13_75508136_76190530.py	chr13	75508136	76190530
range_chr12_73518152_74199814.py	chr12	73518152	74199814
range_chr5_94013225_94717179.py	chr5	94013225	94717179
range_chr18_57853486_58534613.py	chr18	57853486	58534613
range_chrY_17329761_18038648.py	chrY	17329761	18038648
range_chr18_29169556_29850339.py	chr18	29169556	29850339
range_chr17_76433508_77115953.py	chr17	76433508	77115953
range_chr22_32832570_33512991.py	chr22	32832570	33512991
range_chr19_11323183_12006329.py	chr19	11323183	12006329
range_chr9_125993863_126676279.py	chr9	125993863	126676279
range_chr8_92600862_93302814.py	chr8	92600862	93302814
range_chr13_35962872_36645250.py	chr13	35962872	36645250
range_chrX_28133153_28838134.py	chrX	28133153	28838134
range_chr1_224868673_225551343.py	chr1	224868673	225551343
range_chr10_73081112_73765796.py	chr10	73081112	73765796
range_chr16_19468833_20150905.py	chr16	19468833	20150905
range_chr8_128867008_129545155.py	chr8	128867008	129545155
range_chr2_50937640_51637780.py	chr2	50937640	51637780
range_chr13_53696723_54378651.py	chr13	53696723	54378651
range_chr7_138549572_139229927.py	chr7	138549572	139229927
range_chr6_48218077_48919405.py	chr6	48218077	48919405
range_chr1_22444838_23148616.py	chr1	22444838	23148616
range_chr12_68741063_69423897.py	chr12	68741063	69423897
range_chr15_101244935_101905331.py	chr15	101244935	101905331
range_chr15_87652984_88332654.py	chr15	87652984	88332654
range_chr8_109849167_110528721.py	chr8	109849167	110528721
range_chr16_84447225_85126721.py	chr16	84447225	85126721
range_chr4_115396068_116075202.py	chr4	115396068	116075202
range_chr1_56243259_56945488.py	chr1	56243259	56945488
range_chr17_14091213_14771743.py	chr17	14091213	14771743
range_chrX_63918548_64621517.py	chrX	63918548	64621517
range_chr16_81053804_81733584.py	chr16	81053804	81733584
range_chr8_7309618_8092023.py	chr8	7309618	8092023
range_chr3_194070526_194750785.py	chr3	194070526	194750785
range_chr2_104490312_105170387.py	chr2	104490312	105170387
range_chr1_6773748_7498764.py	chr1	6773748	7498764
range_chr21_21726182_22406547.py	chr21	21726182	22406547
range_chr6_71201137_71903243.py	chr6	71201137	71903243
range_chrX_126034740_126717537.py	chrX	126034740	126717537
range_chr17_56648102_57330332.py	chr17	56648102	57330332
range_chr15_41212078_41895515.py	chr15	41212078	41895515
range_chr17_17498910_18181053.py	chr17	17498910	18181053
range_chr8_28522002_29224743.py	chr8	28522002	29224743
range_chr11_58085274_58767658.py	chr11	58085274	58767658
range_chr15_93106288_93787554.py	chr15	93106288	93787554
range_chr20_1505193_2209416.py	chr20	1505193	2209416
range_chr6_41893360_42596901.py	chr6	41893360	42596901
range_chr9_69782488_70487863.py	chr9	69782488	70487863
range_chr20_43056385_43738605.py	chr20	43056385	43738605
range_chr12_22872693_23554927.py	chr12	22872693	23554927
